鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area (square meter),the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year, month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price (Yuan),the unit price (a Yuan/square meter),the berth category,berth shifting total area (square meter),the berth total price (Yuan),the note,serial number
吉安鄉,房地(土地+建物),花蓮縣吉安鄉建國路350巷32弄1~30號,88.17,住,,,1070302,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0651023,103.18,5,2,2,有,無,5800000,56212,,0.0,0,,RPUOMLTKOHNFFAU08CA
吉安鄉,房地(土地+建物),花蓮縣吉安鄉仁里十二街31~60號,65.0,住,,,1070410,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,,93.1,3,2,2,有,無,5500000,59076,,0.0,0,,RPSNMLLMNHNFFAU07CA
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛四街31~60號,17.03,住,,,1070511,土地1建物2車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830811,85.8,2,1,1,有,有,3400000,39627,,0.0,0,,RPRNMLKMNHNFFAU86CA
吉安鄉,土地,慈勝段721~750地號,611.89,農,,,1070504,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9250000,15117,,0.0,0,,RPXNMLTLNHNFFAU28CA
吉安鄉,土地,慈勝段721~750地號,520.88,農,,,1070504,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7850000,15071,,0.0,0,,RPOOMLTLNHNFFAU47CA
吉安鄉,房地(土地+建物),花蓮縣吉安鄉海岸路103巷1~30號,135.0,住,,,1070417,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0661116,104.12,3,2,2,有,無,6200000,59547,,0.0,0,,RPPNMLLMNHNFFAU76CA
壽豐鄉,土地,政明段721~750地號,140.17,住,,,1070423,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,28537,,0.0,0,,RPUNMLLMNHNFFAU27CA
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南埔十六街51巷1~30號,62.0,住,,,1070417,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1070103,136.72,4,1,3,有,無,8700000,63634,,0.0,0,,RPVNMLLJOHNFFAU17CA
花蓮市,房地(土地+建物),花蓮縣花蓮市長安街1~30號,13.2,住,,,1070416,土地1建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851029,87.43,2,1,1,有,有,3050000,34885,,0.0,0,,RPWOMLOKOHNFFAU77CA
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南海二街231巷3弄31~60號,69.0,,鄉村區,乙種建築用地,1070511,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0851002,128.43,3,3,2,有,無,6000000,46718,,0.0,0,,RPPOMLSJOHNFFAU37CA
花蓮市,土地,福德段451~480地號,545.0,農,,,1070510,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7418700,13612,,0.0,0,,RPVNMLPJOHNFFAU57CA
光復鄉,土地,管真段361~390地號,21366.25,,山坡地保育區,暫未編定,1070427,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4600000,215,,0.0,0,,RPVNMLOJOHNFFBU57CA
花蓮市,土地,林森段1441~1470地號,100.2,住,,,1070429,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4200000,41916,,0.0,0,,RPTNMLKLOHNFFAU07CA
富里鄉,土地,新興段301~330地號,5428.33,,特定農業區,農牧用地,1070521,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4071247,750,,0.0,0,,RPPNMLLMNHNFFCU17EA
瑞穗鄉,土地,鶴岡段271~300地號,1882.0,,山坡地保育區,農牧用地,1070521,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1350000,717,,0.0,0,,RPQNMLLMNHNFFCU27EA
玉里鎮,土地,舊田段1231~1260地號,593.42,,山坡地保育區,暫未編定,1070306,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5360000,9032,,0.0,0,含未辦登記建物2棟,RPRNMLTKOHNFFCU08EA
萬榮鄉,土地,新白陽段391~420地號,3437.08,,一般農業區,農牧用地,1070517,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,582,,0.0,0,,RPPNMLMKOHNFFBU86CA
玉里鎮,土地,玉城段1231~1260地號,191.0,住,,,1070524,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3050000,15969,,0.0,0,不含代辦費及規費等共15萬元,RPRNMLLMNHNFFCU37EA
光復鄉,土地,阿托莫段631~660地號,1248.48,,山坡地保育區,農牧用地,1070508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,200000,160,,0.0,0,1.本買賣係屬二親等以內親屬間之交易(買賣雙方無另訂私契)。,RPQNMLKMNHNFFBU86CA
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十一街31~60號,13.01,住,,,1070423,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851005,62.69,3,2,2,有,無,4800000,76567,,0.0,0,,RPSOMLKMNHNFFAU17DA
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市林森路271~300號,21.97,住,,,1070507,土地3建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1000121,171.0,2,1,1,有,有,10280000,60117,坡道平面,14.03,0,,RPOOMLNJPHNFFAU07EA
光復鄉,房地(土地+建物),花蓮縣光復鄉中正路二段6巷22弄1~30號,92.56,,特定農業區,甲種建築用地,1070509,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0750915,120.12,3,1,2,有,無,1250000,10406,,0.0,0,,RPRNMLLJOHNFFBU07EA
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕十七街1~30號,156.0,住,,,1070508,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0680730,126.28,4,2,3,有,無,7350000,58204,,0.0,0,,RPTNMLLMNHNFFAU37EA
花蓮市,房地(土地+建物),花蓮縣花蓮市成功街161巷1~30號,68.0,住,,,1070417,土地1建物1車位0,全,一層,透天厝,住家用,木造,,52.35,2,2,2,有,無,2250000,42980,,0.0,0,,RPXNMLLJOHNFFAU37CA
花蓮市,房地(土地+建物),花蓮縣花蓮市中興路43巷1~30號,13.86,住,,,1070504,土地1建物1車位0,一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850205,91.44,2,2,1,有,有,3650000,39917,,0.0,0,,RPPPMLSJOHNFFAU47CA
花蓮市,房地(土地+建物),花蓮縣花蓮市成功街31~60號,15.15,住,,,1070507,土地1建物1車位0,三層,五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1070322,44.96,1,1,1,有,無,2300000,51157,,0.0,0,,RPSNMLTKOHNFFAU77CA
花蓮市,房地(土地+建物),花蓮縣花蓮市國民七街31~60號,3.34,商,,,1070430,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,84.88,2,1,1,有,有,3980000,46890,,0.0,0,,RPOOMLMKOHNFFAU76CA
壽豐鄉,土地,政明段211~240地號,168.2,住,,,1070502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3980000,23662,,0.0,0,,RPRNMLNKOHNFFAU07CA
吉安鄉,房地(土地+建物),花蓮縣吉安鄉文化八街91~120號,161.78,農,,,1070427,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1060822,283.25,5,2,6,有,無,15400000,54369,,0.0,0,,RPQOMLOKOHNFFAU17CA
花蓮市,房地(土地+建物),花蓮縣花蓮市富安路121~150號,24.04,住,,,1070504,土地3建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850123,115.49,3,2,2,有,有,4580000,39657,,0.0,0,,RPTOMLLMNHNFFAU27CA
花蓮市,房地(土地+建物),花蓮縣花蓮市長春街11巷1~30號,16.45,住,,,1070422,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850726,64.56,2,2,1,有,無,3550000,54988,,0.0,0,,RPQNMLLJOHNFFAU66CA
吉安鄉,土地,慶豐段2011~2040地號,263.0,住,,,1070501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14000000,53232,,0.0,0,,RPOOMLLKOHNFFAU66CA
花蓮市,房地(土地+建物),花蓮縣花蓮市建德街1~30號,85.0,住,,,1070323,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0861017,203.58,5,2,3,有,無,9500000,46665,,0.0,0,,RPPNMLLKOHNFFAU66CA
花蓮市,房地(土地+建物),花蓮縣吉安鄉自強路594巷1~30號,17.36,住,,,1070505,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831117,59.14,2,1,1,有,無,3200000,54109,,0.0,0,,RPXOMLTKOHNFFAU38CA
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕十六街1~30號,18.52,住,,,1070520,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881229,62.82,1,2,1,有,有,2900000,46164,,0.0,0,,RPOOMLRJOHNFFAU17CA
花蓮市,房地(土地+建物),花蓮縣花蓮市介仁街91~120號,794.52,農,,,1070503,土地1建物1車位0,一層，二層，三層，四層,四層,農舍,農舍,鋼筋混凝土造,1020830,282.02,6,2,8,有,無,35000000,,,0.0,0,,RPQNMLRJOHNFFAU27CA
花蓮市,房地(土地+建物),花蓮縣花蓮市中美十三街61~90號,11.49,住,,,1070503,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830722,43.900000000000006,1,1,1,有,無,2470000,56264,,0.0,0,,RPSNMLOJOHNFFAU17CA
新城鄉,房地(土地+建物),花蓮縣新城鄉樹林街233巷2弄1~30號,84.47,,一般農業區,甲種建築用地,1070423,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0821029,136.73,4,2,3,有,無,4200000,30717,,0.0,0,,RPUNMLOJOHNFFAU37CA
吉安鄉,房地(土地+建物),花蓮縣吉安鄉慶北一街151~180號,105.0,住,,,1070410,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1061012,203.38,4,2,5,有,無,12800000,62936,,0.0,0,,RPVNMLOJOHNFFAU47CA
花蓮市,房地(土地+建物),花蓮縣花蓮市中美路151~180號,16.41,商,,,1070501,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820720,138.86,3,2,2,有,有,5800000,41769,,0.0,0,,RPOOMLOJOHNFFAU86CA
壽豐鄉,土地,萬壽段一小段151~180地號,396.0,,鄉村區,乙種建築用地,1070510,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6700000,16919,,0.0,0,,RPTNMLQJOHNFFAU47CA
花蓮市,房地(土地+建物),花蓮縣花蓮市榮正街125巷1~30號,22.34,住,,,1070425,土地3建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701124,113.48,3,2,1,有,有,4500000,39655,,0.0,0,,RPSNMLLJOHNFFAU07EA
壽豐鄉,土地,北坑段691~720地號,1859.26,,風景區,農牧用地,1070509,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,350000,188,,0.0,0,,RPUNMLLJOHNFFAU27EA
鳳林鎮,土地,中興段511~540地號,5057.24,,山坡地保育區,農牧用地,1070501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1300000,257,,0.0,0,無聯外道路,RPPNMLQJOHNFFBU17CA
鳳林鎮,土地,中興段481~510地號,4864.91,,山坡地保育區,農牧用地,1070502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1750000,360,,0.0,0,無聯外道路,RPSNMLOJOHNFFBU27CA
