鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area (square meter),the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year, month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price (Yuan),the unit price (a Yuan/square meter),the berth category,berth shifting total area (square meter),the berth total price (Yuan),the note,serial number
西區,房地(土地+建物)+車位,臺中市西區五權西三街121~150號,16.72,住,,,1070425,土地3建物1車位1,二層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0941117,219.16000000000003,4,2,2,有,有,14620000,66709,坡道機械,9.94,0,,RPUPMLMLNHNFFAB18CA
西區,房地(土地+建物)+車位,臺中市西區三民路一段31~60號,8.66,住,,,1070429,土地2建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,108.42,3,2,2,有,有,4000000,36897,坡道機械,0.0,0,,RPQQMLMLNHNFFAB87CA
南區,房地(土地+建物)+車位,臺中市南區復興路二段71巷31~60號,18.77,住,,,1070415,土地1建物1車位1,一層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0970509,131.6,2,1,1,有,有,6520000,49544,坡道平面,27.15,0,,RPRPMLLLNHNFFAB77CA
南區,車位,臺中市南區南工路361~390號,0.01,住,,,1070419,土地0建物0車位1,,,其他,,,,24.93,0,0,0,有,有,800000,,坡道平面,24.93,800000,,RPWOMLMLNHNFFAB28CA
南區,房地(土地+建物),臺中市南區平順街91~120號,73.0,住,,,1070410,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0691106,215.14,5,3,6,有,無,17160000,79762,,0.0,0,含增建或未登記建物。,RPQNMLSLNHNFFAB18CA
南區,房地(土地+建物),臺中市南區忠明南路730巷1~30號,8.87,住,,,1070422,土地1建物1車位0,十二層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0840429,92.55,3,2,2,有,有,3650000,39438,,0.0,0,,RPWOMLSLNHNFFAB88CA
西區,房地(土地+建物)+車位,臺中市西區大進街121~150號,28.62,住,,,1070404,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830714,282.0,4,2,3,有,無,15500000,54965,坡道平面,0.0,0,,RPOOMLLMNHNFFAB47CA
西區,房地(土地+建物),臺中市西區柳川東路二段76巷1~30號,33.88,住,,,1070410,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0690422,101.84,3,2,2,有,無,4680000,45954,,0.0,0,,RPXOMLLMNHNFFAB38CA
南區,房地(土地+建物),臺中市南區福田二街91~120號,19.38,住,,,1070322,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820311,110.99,3,2,2,有,有,3960000,35679,,0.0,0,,RPVPMLLJOHNFFAB08CA
西區,房地(土地+建物)+車位,臺中市西區大昌街181~210號,31.87,住,,,1070424,土地1建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790106,149.05,3,2,2,有,有,7580000,50855,升降機械,0.0,0,,RPWOMLOJOHNFFAB38CA
西區,房地(土地+建物)+車位,臺中市西區忠明南路91~120號,10.53,住,,,1070429,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951222,115.34,2,1,1,有,無,9580000,83059,坡道平面,25.27,0,,RPXNMLLKOHNFFAB18CA
南區,房地(土地+建物)+車位,臺中市南區工學路61~90號,7.78,住,,,1070429,土地1建物2車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820612,104.53,2,2,1,有,有,4700000,44959,坡道平面,25.19,0,,RPQNMLKLOHNFFAB47CA
北區,房地(土地+建物),臺中市北區梅豐街61~90號,30.41,住,,,1070421,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701207,141.99,4,2,2,有,有,5000000,35214,,0.0,0,,RPSOMLNLNHNFFBB08CA
北屯區,房地(土地+建物),臺中市北屯區大連路一段127巷1~30號,48.0,住,,,1070408,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0591030,67.95,2,2,2,有,無,7050000,103753,,0.0,0,含增建或未登記建物。,RPXPMLNLNHNFFBB68CA
北屯區,房地(土地+建物)+車位,臺中市北屯區熱河路二段211~240號,15.71,商,,,1070422,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820908,144.0,3,2,2,有,有,6020000,41806,坡道平面,0.0,1000000,,RPPOMLOLNHNFFBB87CA
北屯區,土地,仁德段631~660地號,337.0,住,,,1070507,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17125900,50819,,0.0,0,,RPRPMLOLNHNFFBB18CA
北屯區,土地,仁德段631~660地號,359.0,其他,,,1070507,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16288500,45372,,0.0,0,,RPSPMLOLNHNFFBB28CA
北區,房地(土地+建物)+車位,臺中市北區陝西八街1~30號,13.79,住,,,1070423,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960129,158.52,3,2,2,有,有,9200000,58037,坡道平面,24.8,0,,RPOQMLOLNHNFFBB97CA
北區,房地(土地+建物),臺中市北區健行路421~450號,5.4,住,,,1070504,土地1建物1車位0,四層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840526,41.94,1,1,1,有,有,1710000,40773,,0.0,0,,RPPQMLOLNHNFFBB08CA
北屯區,房地(土地+建物)+車位,臺中市北屯區祥順六街121~150號,27.01,住,,,1070424,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050304,149.91000000000003,3,2,2,有,有,7200000,48029,坡道平面,23.25,0,,RPUNMLPLNHNFFBB38CA
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路391~420號,27.54,其他,,,1070418,土地2建物1車位1,八層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040826,218.17000000000002,3,1,2,有,有,15000000,73344,坡道平面,32.06,1350000,,RPVOMLPLNHNFFBB58CA
北區,房地(土地+建物),臺中市北區北屯路1~30號,7.06,住,,,1070505,土地3建物1車位0,五層,十層,套房(1房1廳1衛),商業用,鋼骨混凝土造,0691021,34.49,1,0,1,有,有,1650000,47840,,0.0,0,,RPPPMLPLNHNFFBB08CA
北區,房地(土地+建物),臺中市北區北屯路1~30號,7.06,住,,,1070505,土地3建物1車位0,五層,十層,套房(1房1廳1衛),商業用,鋼骨混凝土造,0691021,33.55,1,0,1,有,有,1550000,46200,,0.0,0,,RPQPMLPLNHNFFBB18CA
北區,房地(土地+建物),臺中市北區錦平街1~30號,5.17,住,,,1070420,土地1建物1車位0,八層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0841205,32.56,1,1,1,有,有,1118000,34337,,0.0,0,,RPQNMLRLNHNFFBB18CA
北區,房地(土地+建物),臺中市北區中清路一段61~90號,2.49,住,,,1070507,土地2建物1車位0,四層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850601,30.61,1,0,1,有,有,1400000,45737,,0.0,0,,RPVRMLPLNHNFFBB88CA
北屯區,房地(土地+建物),臺中市北屯區雷中街18巷1~30號,39.75,住,,,1070418,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670817,78.96,3,2,2,有,無,3800000,48126,,0.0,0,,RPPNMLSLNHNFFBB18CA
北區,房地(土地+建物),臺中市北區北屯路31~60號,2.34,住,,,1070429,土地4建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0721230,25.37,1,0,1,有,有,1150000,45329,,0.0,0,,RPVOMLTLNHNFFBB98CA
北區,房地(土地+建物),臺中市北區進化路571~600號,3.23,住,,,1070222,土地1建物1車位0,十三層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0800606,46.21,1,1,1,有,有,1580000,34192,,0.0,0,,RPRPMLTLNHNFFBB68CA
北屯區,土地,同榮段1711~1740地號,2586.0,住,,,1061110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,405000000,156613,,0.0,0,,RPPPMLLJOHNFFBB57CA
北區,土地,邱厝子段31~60地號,3.34,其他,,,1070430,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,120000,35928,,0.0,0,1.公共設施保留地2.地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄,RPUPMLLJOHNFFBB08CA
北屯區,車位,臺中市北屯區昌平路二段31~60號,0.06,住,,,1070423,土地0建物0車位1,,,其他,,,,23.88,0,0,0,有,有,1100000,,坡道平面,23.88,1100000,1.單獨車位交易。2.權利人共計2人。3.地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊係由權利人自行提供屬實。,RPSNMLRJOHNFFBB28CA
北區,房地(土地+建物)+車位,臺中市北區益華街39巷1~30號,47.43,住,,,1070322,土地2建物1車位1,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690619,159.28,3,2,2,有,無,5720000,35912,坡道平面,0.0,0,,RPXRMLRJOHNFFBB56CA
北屯區,房地(土地+建物),臺中市北屯區東山路一段138巷31~60號,32.09,住,,,1070422,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690118,70.44,0,2,1,有,無,2500000,35491,,0.0,0,,RPPNMLMKOHNFFBB57CA
北屯區,房地(土地+建物)+車位,臺中市北屯區景賢路121~150號,16.4,住,,,1070316,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050812,126.34,2,1,1,有,有,7050000,61165,坡道平面,29.88,1150000,,RPPPMLMKOHNFFBB77CA
北屯區,房地(土地+建物)+車位,臺中市北屯區景賢路121~150號,21.62,住,,,1070404,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050812,166.48000000000002,3,2,2,有,有,8720000,55417,坡道平面,29.88,1150000,,RPOQMLNKOHNFFBB87CA
北屯區,房地(土地+建物)+車位,臺中市北屯區景賢路91~120號,21.62,住,,,1070416,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050812,166.48000000000002,3,2,2,有,有,8380000,52928,坡道平面,29.88,1150000,,RPPQMLNKOHNFFBB97CA
北屯區,房地(土地+建物)+車位,臺中市北屯區景賢路91~120號,21.62,住,,,1070318,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050812,166.48000000000002,3,2,2,有,有,8500000,53807,坡道平面,29.88,1150000,,RPSQMLNKOHNFFBB28CA
北屯區,房地(土地+建物)+車位,臺中市北屯區景賢路91~120號,21.62,住,,,1070317,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050812,166.48000000000002,3,2,3,有,有,8380000,52928,坡道平面,29.88,1150000,,RPWNMLOKOHNFFBB48CA
北屯區,房地(土地+建物)+車位,臺中市北屯區景賢路91~120號,21.62,住,,,1070331,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050812,166.45,3,2,2,有,有,8420000,53233,坡道平面,29.88,1150000,,RPXNMLOKOHNFFBB58CA
北屯區,房地(土地+建物)+車位,臺中市北屯區景賢路121~150號,16.99,住,,,1070401,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050812,130.8,2,1,1,有,有,7000000,56976,坡道平面,29.88,1250000,,RPTOMLOKOHNFFBB28CA
西屯區,房地(土地+建物)+車位,臺中市西屯區環中路三段61~90號,9.23,商,,,1070425,土地1建物1車位1,九層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1060524,146.49,3,2,2,有,有,13200000,98692,坡道平面,20.34,750000,,RPXNMLNLNHNFFCB58CA
西屯區,房地(土地+建物)+車位,臺中市西屯區環中路三段61~90號,10.16,商,,,1070420,土地1建物1車位1,十三層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1060524,155.22,3,2,2,有,有,14000000,101078,坡道平面,29.08,1250000,,RPOOMLNLNHNFFCB77CA
西屯區,房地(土地+建物)+車位,臺中市西屯區福科路362巷61~90號,26.86,商,,,1070423,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050714,192.57999999999998,3,2,2,有,有,12800000,66466,坡道平面,32.23,0,,RPWOMLNLNHNFFCB58CA
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段211~240號,9.88,商,,,1070424,土地1建物1車位1,九層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060731,96.53999999999999,2,1,1,有,有,9800000,101512,坡道機械,15.41,0,,RPTOMLLLNHNFFCB08CA
西屯區,房地(土地+建物),臺中市西屯區逢甲路75巷1~30號,4.38,住,,,1070428,土地1建物1車位0,五層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840619,27.04,1,0,1,有,有,1250000,46228,,0.0,0,,RPWOMLLLNHNFFCB38CA
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路五段31~60號,33.11,住,,,1070424,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050826,222.45,3,2,2,有,有,15550000,69903,坡道平面,57.21,0,,RPPOMLMLNHNFFCB77CA
南屯區,房地(土地+建物),臺中市南屯區向上路三段61~90號,1.96,住,,,1070509,土地1建物1車位0,十三層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840112,24.23,1,0,1,有,有,1230000,50764,,0.0,0,,RPRQMLMLNHNFFCB18CA
西屯區,房地(土地+建物)+車位,臺中市西屯區惠來路三段181~210號,13.67,住,,,1070417,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0921225,137.92000000000002,2,2,2,有,有,10770000,78089,坡道機械,15.4,0,,RPTQMLNLNHNFFCB48CA
西屯區,房地(土地+建物),臺中市西屯區龍德路二段211~240號,140.75,住,,,1070312,土地3建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1060620,336.49,5,4,5,有,無,45000000,133734,,0.0,0,,RPRRMLNLNHNFFCB38CA
南屯區,房地(土地+建物),臺中市南屯區東興西街1~30號,4.44,住,,,1070504,土地1建物1車位0,十層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0801206,38.589999999999996,1,1,1,有,有,1350000,34983,,0.0,0,,RPTNMLPLNHNFFCB38CA
南屯區,房地(土地+建物)+車位,臺中市南屯區大業路541~570號,10.08,住,,,1070424,土地1建物1車位1,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871113,130.43,3,2,2,有,有,8480000,65016,坡道機械,11.57,0,,RPWNMLPLNHNFFCB68CA
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段211~240號,11.57,商,,,1070430,土地1建物1車位1,二十一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060731,123.16,2,2,1,有,有,11750000,95404,坡道平面,32.41,0,,RPSOMLPLNHNFFCB38CA
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南二路361~390號,24.96,住,,,1070415,土地1建物3車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830818,212.39,3,2,2,有,有,12600000,59322,坡道機械,0.0,0,,RPSOMLLJOHNFFCB87CA
西屯區,房地(土地+建物)+車位,臺中市西屯區惠來路三段181~210號,13.55,住,,,1070326,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0921225,137.51,3,2,2,有,有,11400000,82903,坡道機械,15.0,0,,RPXQMLLJOHNFFCB58CA
西屯區,房地(土地+建物),臺中市西屯區櫻城三街1~30號,8.3,住,,,1070330,土地1建物1車位0,四層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840424,51.56,1,1,1,有,有,2780000,53918,,0.0,0,,RPQNMLQJOHNFFCB08CA
西屯區,房地(土地+建物)+車位,臺中市西屯區福星路151~180號,10.83,住,,,1070410,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960929,102.72,2,2,1,有,有,8080000,78660,坡道機械,14.29,0,,RPXQMLQJOHNFFCB09CA
西屯區,房地(土地+建物)+車位,臺中市西屯區櫻城一街61~90號,20.28,住,,,1070319,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840510,125.66,3,2,2,有,有,5800000,46156,坡道機械,0.0,0,,RPQQMLSJOHNFFCB58CA
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段661~690號,18.45,商,,,1070421,土地1建物1車位2,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020603,266.07,4,2,2,有,有,16500000,62014,坡道機械,29.08,0,,RPRNMLPKOHNFFCB18CA
西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路三段151~180號,32.91,住,,,1070422,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880116,200.29000000000002,4,2,2,有,有,11500000,57417,坡道平面,0.0,0,,RPPOMLTKOHNFFCB48CA
神岡區,房地(土地+建物),臺中市神岡區三民路603巷61~90號,70.0,農,,,1070421,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1060920,183.98,4,2,4,有,無,10000000,54354,,0.0,0,,RPVNMLLLNHNFFDB28CA
豐原區,房地(土地+建物),臺中市豐原區保康路1巷1~30號,54.77,住,,,1070324,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0680109,101.85,4,2,1,有,無,7000000,68729,,0.0,0,,RPSNMLMLNHNFFDB08CA
豐原區,房地(土地+建物),臺中市豐原區忠孝街79巷1~30號,8.68,商,,,1070427,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810908,42.42,1,1,1,有,有,1600000,37718,,0.0,0,,SPVNMLMLNHNFFDB48CA
豐原區,土地,東湳段571~600地號,425.85,農,,,1070111,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7471561,17545,,0.0,0,,RPWNMLMLNHNFFDB48CA
豐原區,土地,東湳段571~600地號,355.05,農,,,1070111,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6229434,17545,,0.0,0,,RPXNMLMLNHNFFDB58CA
豐原區,土地,東湳段571~600地號,709.04,農,,,1070111,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12440070,17545,,0.0,0,,RPOOMLMLNHNFFDB77CA
豐原區,土地,東湳段571~600地號,2379.93,農,,,1070111,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,41755885,17545,,0.0,0,,RPPOMLMLNHNFFDB87CA
豐原區,房地(土地+建物),臺中市豐原區南陽路綠山巷122弄31~60號,183.06,住,,,1070420,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1050923,165.36,4,2,3,有,無,12000000,72569,,0.0,0,,RPSOMLMLNHNFFDB18CA
神岡區,房地(土地+建物),臺中市神岡區中山路1111~1140號,205.93,住,,,1070418,土地1建物1車位0,一層，二層，騎樓，見其他登記事項,二層,店面(店鋪),住家用,鋼筋混凝土造,0761207,256.81,2,2,4,有,無,16000000,62303,,0.0,0,,RPTOMLMLNHNFFDB28CA
神岡區,土地,神工段31~60地號,100.01,,工業區,特定目的事業用地,1070322,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6250000,62494,,0.0,0,,RPUOMLMLNHNFFDB38CA
豐原區,土地,三陽段271~300地號,445.3,住,,,1070413,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,44451000,99823,,0.0,0,,RPTOMLOLNHNFFDB48CA
豐原區,房地(土地+建物)+車位,臺中市豐原區自強南街151~180號,17.77,住,,,1061129,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830323,140.54,2,2,2,有,有,6200000,44116,坡道平面,0.0,0,,RPPOMLPLNHNFFDB18CA
豐原區,土地,新綠山段871~900地號,39.71,其他,,,1070507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,281941,7100,,0.0,0,公家機關協議價購,RPQNMLPJOHNFFDB08CA
豐原區,土地,新綠山段871~900地號,425.83,其他,,,1070514,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11114163,26100,,0.0,0,公家機關協議價購,RPRNMLPJOHNFFDB18CA
豐原區,土地,新綠山段871~900地號,148.22,其他,,,1070507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3868542,26100,,0.0,0,公家機關協議價購,RPSNMLPJOHNFFDB28CA
神岡區,房地(土地+建物),臺中市神岡區中正南街38巷12弄1~30號,76.05,住,,,1070414,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0820922,147.69,4,3,3,有,無,8500000,57553,,0.0,0,,RPPNMLQJOHNFFDB08CA
神岡區,土地,新庄子段481~510地號,1652.0,,一般農業區,農牧用地,1070411,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10800000,6538,,0.0,0,,RPUNMLRJOHNFFDB68CA
豐原區,土地,順豐段241~270地號,115.49,農,,,1070419,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3995954,34600,,0.0,0,台電高壓鐵塔用地,RPPNMLNKOHNFFDB87CA
豐原區,房地(土地+建物),臺中市豐原區水源路611巷24弄1~30號,15.02,商,,,1070429,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830413,102.27,3,2,2,有,有,3300000,32268,,0.0,0,,RPRNMLTKOHNFFDB68CA
外埔區,房地(土地+建物),臺中市外埔區甲后路五段130巷46弄1~30號,73.0,,鄉村區,乙種建築用地,1070503,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,0680314,121.5,4,2,2,有,無,3200000,26337,,0.0,0,,RPRNMLNLNHNFFEB18CA
外埔區,房地(土地+建物),臺中市外埔區甲后路三段937巷61~90號,122.84,住,,,1070416,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1040608,206.0,5,3,4,有,無,11000000,53398,,0.0,0,親友、員工或其他特殊關係間之交易。含增建或未登記建物。,RPPNMLSLNHNFFEB48CA
大甲區,土地,福安段901~930地號,1331.51,,特定農業區,農牧用地,1070420,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3050000,2291,,0.0,0,本案土地已提供興建農舍耕地比,RPTNMLSLNHNFFEB88CA
大甲區,房地(土地+建物),臺中市大甲區中山路一段451~480號,69.18,工,,,1070125,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0821222,314.77,5,2,4,有,無,10000000,31769,,0.0,0,急賣，契稅，印花稅，登記規費由賣方負擔,RPOOMLMKOHNFFEB87CA
沙鹿區,房地(土地+建物),臺中市沙鹿區七賢南路1~30號,25.01,住,,,1070427,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060303,63.650000000000006,1,2,1,有,有,3900000,61273,,0.0,0,,RPXNMLNLNHNFFFB88CA
沙鹿區,房地(土地+建物),臺中市沙鹿區鎮南路福嘉巷1~30號,98.17,住,,,1070327,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0700825,115.47,5,3,3,有,無,3200000,27713,,0.0,0,含增建或未登記建物。,RPSOMLMLNHNFFFB38CA
沙鹿區,土地,南勢坑段埔子小段691~720地號,662.0,農,,,1070501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,1511,,0.0,0,,RPTNMLNLNHNFFFB48CA
沙鹿區,土地,南勢坑段埔子小段271~300地號,139.0,住,,,1070505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4500000,32374,,0.0,0,,RPQNMLPLNHNFFFB38CA
清水區,土地,西寧段241~270地號,33.69,商,,,1070511,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1467488,43559,,0.0,0,,RPXNMLTLNHNFFFB86CA
梧棲區,土地,南簡段271~300地號,573.0,住,,,1070511,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24231883,42289,,0.0,0,有合併使用之交易。,RPQNMLNJOHNFFFB08CA
沙鹿區,房地(土地+建物),臺中市沙鹿區六路十街91~120號,123.14,住,,,1070417,土地4建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1010229,289.63,5,2,3,有,無,14880000,51376,,0.0,0,,RPVNMLLKOHNFFFB48CA
沙鹿區,房地(土地+建物),臺中市沙鹿區正英十三街151~180號,74.49,住,,,1070418,土地1建物1車位0,全,三層,透天厝,見其他登記事項,見其他登記事項,0980923,217.82,4,3,3,有,無,11700000,53714,,0.0,0,,RPRNMLNKOHNFFFB28CA
東勢區,土地,東勢段中嵙小段811~840地號,2506.0,,山坡地保育區,農牧用地,1070411,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6500000,2594,,0.0,0,,RPRNMLMLNHNFFGB28CA
新社區,土地,糖段271~300地號,1571.0,,山坡地保育區,農牧用地,1070410,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3300000,2101,,0.0,0,,RPTNMLMLNHNFFGB48CA
潭子區,房地(土地+建物),臺中市潭子區大豐路二段113巷91~120號,108.29,農,,,1070425,土地6建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1040320,236.07,5,3,4,有,有,16200000,68624,,0.0,0,,RPSNMLLLNHNFFHB38CA
潭子區,土地,弘富段31~60地號,151.73,住,,,1070501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13081022,86212,,0.0,0,,RPWNMLMLNHNFFHB88CA
潭子區,房地(土地+建物)+車位,臺中市潭子區中山路二段351巷1~30號,12.8,住,,,1070430,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900312,147.3,3,2,2,有,有,7000000,47522,坡道機械,0.0,0,,RPVNMLNLNHNFFHB88CA
潭子區,房地(土地+建物),臺中市潭子區興華一路405巷12弄1~30號,84.61,住,,,1070421,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0741210,148.81,4,2,3,有,無,10880000,73113,,0.0,0,,RPRNMLOLNHNFFHB58CA
大雅區,房地(土地+建物)+車位,臺中市大雅區雅環路三段2巷1~30號,36.76,住,,,1070425,土地3建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061017,166.85,3,2,2,有,有,9600000,57537,坡道平面,37.41,0,,RPPNMLSLNHNFFHB78CA
