鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area (square meter),the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year, month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price (Yuan),the unit price (a Yuan/square meter),the berth category,berth shifting total area (square meter),the berth total price (Yuan),the note,serial number
草屯鎮,土地,新南埔段271~300地號,3402.6,,山坡地保育區,農牧用地,1070328,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10300000,3027,,0.0,0,,RPVNMLKMNHNFFBM56CA
草屯鎮,土地,日新段841~870地號,1955.0,工,,,1070131,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,93053600,47598,,0.0,0,,RPQNMLLKOHNFFBM68CA
埔里鎮,房地(土地+建物),南投縣埔里鎮八德路28巷1~30號,78.0,住,,,1070322,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1040330,228.62,3,2,4,有,無,11000000,48115,,0.0,0,,RPQNMLMLNHNFFCM88CA
埔里鎮,土地,東埔段1081~1110地號,1811.28,,山坡地保育區,農牧用地,1070410,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3287500,1815,,0.0,0,,RPRNMLMLNHNFFCM98CA
埔里鎮,土地,水頭段991~1020地號,5465.0,,山坡地保育區,農牧用地,1070509,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7439231,1361,,0.0,0,,RPUNMLMLNHNFFCM66CA
埔里鎮,房地(土地+建物),南投縣埔里鎮南環路181~210號,85.88,,鄉村區,乙種建築用地,1070409,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0971118,166.5,5,2,3,有,無,7270000,43664,,0.0,0,,RPVNMLMLNHNFFCM76CA
埔里鎮,土地,鯉魚潭段631~660地號,2546.0,,山坡地保育區,農牧用地,1070508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11165000,4385,,0.0,0,,RPOOMLMLNHNFFCM78CA
埔里鎮,房地(土地+建物),南投縣埔里鎮建國北路1~30號,84.07,住,,,1070420,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0810527,158.79,5,2,3,有,無,6200000,39045,,0.0,0,,RPRNMLNLNHNFFCM09CA
國姓鄉,土地,水長流段1~30地號,90.0,,山坡地保育區,丙種建築用地,1070410,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1480000,16444,,0.0,0,含增建或未登記建物。,RPSNMLSLNHNFFCM07CA
國姓鄉,土地,北山坑段211~240地號,4437.0,,山坡地保育區,農牧用地,1060926,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11500000,2592,,0.0,0,,RPXNMLKMNHNFFCM86CA
埔里鎮,房地(土地+建物),南投縣埔里鎮大城巷1~30號,80.07,住,,,1070409,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0960131,143.56,4,2,3,有,無,6700000,46670,,0.0,0,,RPPOMLQJOHNFFCM56CA
國姓鄉,土地,水長流段1~30地號,5127.0,,山坡地保育區,農牧用地,1070309,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7929000,1547,,0.0,0,,RPTOMLRJOHNFFCM07CA
仁愛鄉,建物,南投縣仁愛鄉虎門巷91~120號,0.0,,,,1070521,土地0建物1車位0,一層，二層,二層,其他,見其他登記事項,鋼骨鋼筋混凝土造,1070209,550.88,0,0,1,有,無,5500000,9984,,0.0,0,本建物型態用途為農業設施(農糧產品加工室),RPRNMLMKOHNFFCM98CA
竹山鎮,房地(土地+建物),南投縣竹山鎮民生巷31~60號,89.83,,鄉村區,乙種建築用地,1070420,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0830614,201.1,4,2,3,有,無,2700000,13426,,0.0,0,,RPQNMLMLNHNFFDM98CA
竹山鎮,土地,桂南段1321~1350地號,6748.85,,山坡地保育區,農牧用地,1070319,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2852780,423,,0.0,0,,RPSNMLMLNHNFFDM56CA
竹山鎮,房地(土地+建物),南投縣竹山鎮桂林里加正巷1~30號,132.43,住,,,1070430,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0791019,212.85,7,2,3,有,無,2750000,12920,,0.0,0,,RPPNMLNLNHNFFDM98CA
鹿谷鄉,土地,新初鄉段1141~1170地號,485.4,,一般農業區,農牧用地,1070410,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,436860,900,,0.0,0,,RPTNMLOLNHNFFDM86CA
竹山鎮,房地(土地+建物),南投縣竹山鎮瑞山巷151~180號,125.0,,鄉村區,乙種建築用地,1070420,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0950126,192.73,3,2,3,有,無,5550000,28797,,0.0,0,,RPQNMLSLNHNFFDM96CA
竹山鎮,房地(土地+建物),南投縣竹山鎮鯉南路1~30號,187.18,住,,,1070418,土地3建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1060825,368.88,4,2,5,有,有,18200000,49339,,0.0,0,,RPQNMLPKOHNFFDM66CA
集集鎮,土地,山腳段751~780地號,2199.27,,特定農業區,農牧用地,1070510,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3800000,1728,,0.0,0,,RPRNMLMLNHNFFEM56CA
集集鎮,土地,柴橋頭段北勢坑小段631~660地號,201.0,,山坡地保育區,農牧用地,1070415,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,200000,995,,0.0,0,,RPQNMLNLNHNFFEM56CA
