鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area (square meter),the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year, month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price (Yuan),the unit price (a Yuan/square meter),the berth category,berth shifting total area (square meter),the berth total price (Yuan),the note,serial number
大同區,房地(土地+建物),臺北市大同區庫倫街13巷3弄1~30號,21.71,住,,,1060628,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070130,84.27,2,1,1,有,有,16880000,200309,,0.0,0,1.本案為預售。2.雨遮2.56平方公尺不計價。,RPSOMLNJOHNFFBA87CA
中正區,車位,臺北市中正區中華路一段91巷1~30號,0.23,商,,,1070415,土地0建物0車位2,,,其他,,,,91.27,0,0,0,有,無,6000000,,坡道平面,91.27,6000000,,RPPNMLNKOHNFFBA57CA
萬華區,房地(土地+建物)+車位,臺北市萬華區漢口街二段91~120號,14.25,商,,,1070417,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,226.16,3,2,2,有,無,37000000,193334,坡道平面,48.23,2600000,,RPSNMLKLOHNFFBA67CA
萬華區,房地(土地+建物),臺北市萬華區漢口街二段91~120號,7.06,商,,,1070331,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,92.14,2,1,1,有,無,15300000,166052,,0.0,0,,RPUNMLKLOHNFFBA87CA
萬華區,房地(土地+建物),臺北市萬華區漢口街二段91~120號,6.81,商,,,1070309,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061018,86.87,1,1,1,有,無,15950000,183608,,0.0,0,,RPVNMLKLOHNFFBA97CA
萬華區,車位,臺北市萬華區漢口街二段91~120號,0.04,商,,,1070426,土地0建物0車位1,,,其他,,,,24.26,0,0,0,有,無,1000000,,坡道機械,24.25,1000000,,RPOOMLKLOHNFFBA37CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段203巷31~60號,92.06,住,,,1070421,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950928,184.29,3,2,2,有,有,29380000,159423,坡道平面,22.9,0,含增建或未登記建物。,RPSQMLLLNHNFFCA08CA
中山區,房地(土地+建物),臺北市中山區大直街61~90號,24.36,住,,,1070415,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750701,115.28,3,2,2,有,有,27660000,239938,,0.0,0,含增建或未登記建物。,RPVQMLLLNHNFFCA38CA
中山區,車位,臺北市中山區民權東路二段135巷1~30號,0.37,住,,,1070424,土地0建物0車位2,地下層,七層,其他,見其他登記事項,鋼筋混凝土造,0720829,71.23,0,0,0,有,有,3600000,,坡道平面,0.0,3600000,,RPORMLLLNHNFFCA77CA
中山區,房地(土地+建物),臺北市中山區林森北路571~600號,19.93,商,,,1070508,土地1建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660322,185.03,0,0,1,無,有,32800000,177269,,0.0,0,,RPTNMLMLNHNFFCA97CA
中山區,房地(土地+建物),臺北市中山區建國北路三段86巷1~30號,19.04,住,,,1070402,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770104,136.23,2,2,2,有,有,25000000,183513,,0.0,0,,RPWPMLMLNHNFFCA48CA
內湖區,房地(土地+建物),臺北市內湖區成功路四段61~90號,5.41,商,,,1070422,土地1建物1車位0,九層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0841003,45.59,1,1,1,有,有,9000000,197412,,0.0,0,含增建或未登記建物,RPSQMLMLNHNFFCA18CA
中山區,房地(土地+建物),臺北市中山區新生北路一段91~120號,5.55,商,,,1070503,土地1建物1車位0,三層,七層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0670112,33.67,0,1,1,有,有,5000000,148500,,0.0,0,含增建或未登記建物。,RPVQMLMLNHNFFCA48CA
中山區,房地(土地+建物),臺北市中山區雙城街1~30號,25.5,商,,,1070429,土地1建物1車位0,一層，騎樓,四層,店面(店鋪),,加強磚造,,86.45,0,1,1,有,無,56000000,647773,,0.0,0,含增建或未登記建物。,RPWQMLNLNHNFFCA68CA
中山區,房地(土地+建物),臺北市中山區合江街36巷1~30號,23.75,住,,,1070411,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650531,67.6,2,2,1,有,有,12500000,184911,,0.0,0,二等姻親間之交易。,RPORMLNLNHNFFCA97CA
中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段68巷1~30號,10.62,商,,,1070504,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050602,124.83000000000001,2,1,1,有,有,23800000,273792,坡道平面,45.39,2050000,,RPXNMLOLNHNFFCA58CA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段285巷65弄1~30號,25.71,住,,,1070501,土地3建物1車位0,一層，停車場,五層,店面(店鋪),見使用執照,鋼筋混凝土造,0701214,94.53,0,0,0,無,無,21000000,222152,,0.0,0,含增建或未登記建物,RPUPMLOLNHNFFCA48CA
中山區,房地(土地+建物),臺北市中山區中山北路一段53巷1~30號,8.73,商,,,1070513,土地1建物1車位0,六層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0971030,53.870000000000005,1,1,1,有,有,10250000,190273,,0.0,0,,RPUQMLSLNHNFFCA98CA
中山區,房地(土地+建物)+車位,臺北市中山區通北街132巷1~30號,37.79,住,,,1070420,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880511,173.47,3,2,2,有,有,25000000,144117,坡道平面,0.0,0,含增建或未登記建物。車位面積無法概算。,RPTRMLPLNHNFFCA68CA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段206巷1~30號,130.83,住,,,1070427,土地1建物1車位0,全,四層,透天厝,見使用執照,鋼筋混凝土造,0880426,263.52,4,2,5,有,無,46000000,174560,,0.0,0,,RPWPMLLMNHNFFCA48CA
中山區,房地(土地+建物),臺北市中山區林森北路241~270號,3.03,商,,,1070426,土地2建物1車位0,八層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0710707,35.980000000000004,0,1,1,有,有,6000000,166759,,0.0,0,,RPWNMLRJOHNFFCA68CA
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路48巷1~30號,94.68,其他,,,1070417,土地1建物1車位2,六層,六層,廠辦,見其他登記事項,鋼筋混凝土造,0971024,369.62,0,0,0,無,有,44380000,120069,坡道平面,49.95,0,,RPTNMLQKOHNFFCA38CA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段91巷1~30號,81.41,工,,,1070413,土地1建物1車位2,八層,十層,廠辦,工業用,鋼筋混凝土造,0940308,333.20000000000005,0,0,0,無,有,38800000,116447,坡道平面,0.0,0,,RPUNMLQKOHNFFCA48CA
中山區,房地(土地+建物),臺北市中山區農安街125巷31~60號,24.25,住,,,1070427,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,63.2,3,2,1,有,無,9300000,147152,,0.0,0,,RPVNMLKLOHNFFCA08CA
松山區,房地(土地+建物),臺北市松山區民生東路五段181~210號,1.95,商,,,1070401,土地1建物1車位0,十四層,二十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0780629,29.5,1,1,1,有,有,5400000,183051,,0.0,0,,RPPPMLLLNHNFFDA77CA
南港區,車位,臺北市南港區玉成街140巷1~30號,4.9,住,,,1070408,土地0建物0車位1,地下層,七層,其他,停車空間,鋼筋混凝土造,,55.85,0,0,0,有,有,2500000,,坡道平面,0.0,2500000,,RPUPMLLLNHNFFDA28CA
南港區,房地(土地+建物),臺北市南港區玉成街140巷1~30號,25.7,住,,,1070408,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,127.82000000000001,3,2,2,有,有,25500000,199499,,0.0,0,,RPWPMLLLNHNFFDA48CA
信義區,房地(土地+建物),臺北市信義區吳興街284巷20弄61~90號,33.0,住,,,1070420,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0630404,92.18,3,2,1,有,無,11150000,120959,,0.0,0,,RPQOMLPLNHNFFDA18CA
信義區,房地(土地+建物)+車位,臺北市信義區松高路91~120號,79.55,住,,,1070501,土地1建物1車位2,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861126,315.0,3,2,2,有,有,88000000,344066,坡道平面,79.58,7000000,車位2個售價700萬元整,RPOQMLSLNHNFFDA48CA
信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段121~150號,4.59,商,,,1070422,土地2建物1車位1,五層,十三層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0950802,52.11,1,1,1,有,有,11200000,214930,坡道機械,19.46,0,,RPXNMLKMNHNFFDA38CA
松山區,房地(土地+建物),臺北市松山區八德路四段121~150號,38.33,住,,,1070416,土地1建物1車位0,全,三層,透天厝,住商用,加強磚造,,94.32,0,0,0,無,無,24000000,254453,,0.0,0,,RPOQMLKMNHNFFDA77CA
松山區,房地(土地+建物),臺北市松山區民生東路五段121~150號,7.27,住,,,1070324,土地5建物1車位0,一層,七層,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,,43.5,0,0,1,無,有,34990000,804368,,0.0,0,,RPUPMLOJOHNFFDA48CA
北投區,房地(土地+建物),臺北市北投區西安街二段241~270號,50.3,住,,,1070327,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770922,147.83,4,2,2,有,無,18500000,125144,,0.0,0,含增建或未登記建物,RPVPMLLLNHNFFEA48CA
北投區,房地(土地+建物),臺北市北投區吉利街149巷1~30號,18.55,住,,,1070430,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060120,84.77,2,2,1,有,有,15000000,176949,,0.0,0,,RPXNMLNLNHNFFEA68CA
北投區,房地(土地+建物),臺北市北投區開明街31~60號,41.89,住,,,1070305,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850815,135.49,3,2,2,有,有,15800000,116614,,0.0,0,陽台外推,RPQOMLNLNHNFFEA08CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷91~120號,43.94,住,,,1070402,土地1建物1車位2,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050804,282.75,3,2,3,有,有,43760000,184536,坡道平面,64.31,3450000,,RPROMLNLNHNFFEA18CA
北投區,房地(土地+建物)+車位,臺北市北投區文林北路75巷61~90號,47.73,其他,,,1061129,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061117,190.39,3,2,2,有,無,11776567,61855,坡道平面,43.74,0,區段徵收專案配售。土地及建物分次登記案件。,RPTNMLQJOHNFFEA48CA
大安區,房地(土地+建物),臺北市大安區泰順街38巷1~30號,30.5,住,,,1070415,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580120,88.8,3,2,2,有,無,20680000,232883,,0.0,0,含增建或未登記建物。,RPPQMLLLNHNFFFA08CA
大安區,房地(土地+建物),臺北市大安區敦化南路一段211~240號,10.04,其他,,,1070509,土地2建物1車位0,地下三層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850725,72.91,0,0,0,無,有,11680000,160198,,0.0,0,,RPUNMLMLNHNFFFA38CA
大安區,土地,復興段一小段571~600地號,9.19,其他,,,1070510,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,54407,,0.0,0,,RPOOMLNLNHNFFFA97CA
大安區,房地(土地+建物),臺北市大安區光復南路661~690號,7.67,商,,,1070413,土地3建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060515,91.92,2,2,1,有,有,25880000,281549,,0.0,0,,RPQOMLNLNHNFFFA18CA
大安區,房地(土地+建物),臺北市大安區安居街91~120號,20.74,住,,,1070417,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,71.69,2,2,1,有,無,10500000,146464,,0.0,0,,RPSOMLNLNHNFFFA38CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路451~480號,30.73,住,,,1070321,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990419,237.87,4,2,2,有,有,53500000,224922,坡道機械,23.82,0,含增建或未登記建物。,RPSOMLOLNHNFFDA28CA
大安區,房地(土地+建物),臺北市大安區基隆路二段132巷1~30號,33.71,住,,,1070509,土地2建物1車位0,三層，陽台,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,135.2,4,2,2,有,有,28000000,207101,,0.0,0,,RPSNMLTLNHNFFFA88CA
大安區,房地(土地+建物),臺北市大安區敦化南路一段181~210號,19.0,其他,,,1070410,土地1建物1車位0,八層，露台,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0590808,148.04,4,2,3,有,有,18649800,125978,,0.0,0,親友、員工或其他特殊關係間之交易。,RPTOMLPJOHNFFFA58CA
大安區,土地,仁愛段五小段91~120地號,58.0,住,,,1070201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,44800000,772414,,0.0,0,未辦保存登記建物,RPUNMLOKOHNFFFA58CA
大安區,房地(土地+建物),臺北市大安區光復南路661~690號,3.26,商,,,1070504,土地3建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060515,38.69,1,0,1,有,無,12300000,317912,,0.0,0,,RPSNMLTKOHNFFFA88CA
文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段31~60號,51.54,商,,,1070330,土地2建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861212,185.03,4,2,2,有,有,27200000,147003,坡道平面,0.0,2000000,含增建或未登記建物。,RPPOMLLLNHNFFAA47DA
文山區,房地(土地+建物),臺北市文山區興隆路三段185巷5弄1~30號,28.34,住,,,1070423,土地7建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720823,92.69999999999999,3,2,2,有,有,7500000,80906,,0.0,0,含增建或未登記建物。,RPRNMLPLNHNFFAA97DA
萬華區,房地(土地+建物),臺北市萬華區和平西路三段361~390號,4.42,住,,,1070403,土地2建物1車位0,七層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0700706,36.94,0,1,1,有,有,3800000,102870,,0.0,0,含增建或未登記建物。,RPWNMLPJOHNFFBA48DA
內湖區,土地,西湖段二小段31~60地號,167.0,其他,,,1070507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,684700,4100,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPNMLMLNHNFFCA67DA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段331~360號,39.88,住,,,1070507,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031023,248.0,3,1,2,有,有,43030000,173508,坡道平面,0.0,0,向政府機關承購之案件。,RPRNMLNLNHNFFCA97DA
內湖區,車位,臺北市內湖區金龍路47巷13弄1~30號,0.81,住,,,1070410,土地0建物0車位1,,,其他,,,,33.22,0,0,0,有,有,1800000,,坡道平面,33.22,1800000,,RPQNMLRLNHNFFCA28DA
內湖區,房地(土地+建物),臺北市內湖區金龍路47巷13弄1~30號,35.07,住,,,1070410,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040518,163.85,3,2,2,有,有,28200000,172109,,0.0,0,,RPRNMLRLNHNFFCA38DA
中正區,房地(土地+建物),臺北市中正區中華路二段381巷1~30號,45.75,住,,,1070418,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,110.55,4,1,1,有,無,12900000,116689,,0.0,0,含增建或未登記建物。權利人共2人,RPWPMLPJOHNFFAA58DA
中山區,房地(土地+建物),臺北市中山區新生北路三段31~60號,8.22,商,,,1070503,土地2建物1車位0,五層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0750412,61.839999999999996,2,1,1,有,無,8500000,137451,,0.0,0,,RPWNMLPJOHNFFCA58DA
信義區,房地(土地+建物)+車位,臺北市信義區基隆路二段181~210號,15.48,住,,,1070514,土地1建物1車位1,二十一層,二十一層,其他,見使用執照,鋼筋混凝土造,0860221,256.28000000000003,0,0,0,無,有,11653026,45470,坡道平面,0.0,0,本棟為住商混合大樓。親友、員工或其他特殊關係間之交易。,RPPNMLMLNHNFFDA77DA
松山區,房地(土地+建物)+車位,臺北市松山區八德路四段631~660號,6.33,商,,,1070402,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951110,71.86,2,2,1,有,有,17000000,263523,坡道機械,14.18,1800000,含增建或未登記建物。,RPSQMLKMNHNFFDA28DA
松山區,房地(土地+建物),臺北市松山區敦化北路60巷1~30號,40.75,其他,,,1070422,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),,加強磚造,,109.43,4,2,2,有,無,22380000,204514,,0.0,0,含增建或未登記建物。,RPQOMLPJOHNFFDA18DA
信義區,房地(土地+建物),臺北市信義區吳興街600巷91~120號,28.06,住,,,1070327,土地8建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,106.59,3,2,1,有,無,10500000,98508,,0.0,0,含增建或未登記建物。,RPROMLPJOHNFFDA28DA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段117巷31~60號,39.19,住,,,1070324,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060726,231.79,4,2,2,有,有,44900000,219198,坡道平面,39.27,2700000,,RPVOMLLLNHNFFEA48DA
士林區,房地(土地+建物),臺北市士林區德行東路109巷102弄1~30號,24.12,住,,,1070328,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730629,114.37,5,3,3,有,無,16300000,142520,,0.0,0,含增建或未登記建物。權利人共二人。,RPXPMLLLNHNFFEA78DA
北投區,房地(土地+建物),臺北市北投區光明路241~270號,22.03,其他,,,1070510,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740926,87.7,2,1,1,有,有,8800000,100342,,0.0,0,,RPOOMLNLNHNFFEA97DA
北投區,房地(土地+建物),臺北市北投區行義路121~150號,28.53,住,,,1070213,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721227,157.78,5,2,2,有,有,15200000,96337,,0.0,0,含增建或未登記建物。,RPPQMLPLNHNFFEA48DA
大安區,房地(土地+建物)+車位,臺北市大安區新生南路一段161巷1~30號,28.69,住,,,1070409,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960213,143.23,3,2,2,有,無,41180000,335388,升降機械,26.41,2000000,含增建或未登記建物。,RPTNMLOLNHNFFFA58DA
大安區,車位,臺北市大安區和平東路一段181~210號,0.22,商,,,1070513,土地0建物0車位1,地下一層,十四層,其他,見其他登記事項,鋼筋混凝土造,0970519,2.4899999999999998,0,0,0,有,有,1600000,,塔式車位,2.49,1600000,,RPWPMLLMNHNFFFA88DA
大安區,房地(土地+建物),臺北市大安區羅斯福路三段211~240號,8.51,商,,,1070315,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0770711,89.76,1,2,1,有,有,18080000,201448,,0.0,0,含增建或未登記建物。,RPUOMLPJOHNFFFA78DA
大安區,房地(土地+建物),臺北市大安區和平東路一段85巷1~30號,9.87,住,,,1070421,土地2建物1車位0,三層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0941124,39.400000000000006,1,1,1,有,有,10800000,274112,,0.0,0,,RPWNMLNJOHNFFFA68DA
大安區,房地(土地+建物),臺北市大安區延吉街91~120號,15.23,商,,,1070417,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0751203,76.03,3,2,1,有,無,18200000,239379,,0.0,0,含增建或未登記建物。權利人等二人。,RPPNMLPJOHNFFFA18DA
大安區,房地(土地+建物),臺北市大安區忠孝東路三段181~210號,16.13,住,,,1070421,土地2建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0760423,89.51,3,2,2,有,有,18620000,208021,,0.0,0,含增建或未登記建物。,RPQNMLRLNHNFFFA58DA
大安區,房地(土地+建物),臺北市大安區信義路四段6001~6030號,3.58,住,,,1070402,土地2建物1車位0,二層,六層,其他,商業用,鋼筋混凝土造,0600301,23.74,1,1,1,有,無,2100000,88458,,0.0,0,親友、員工或其他特殊關係間之交易。,RPWNMLKMNHNFFFA58DA
北投區,房地(土地+建物),臺北市北投區行義路130巷1~30號,28.68,住,,,1070203,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830225,79.21,2,2,1,有,有,11480000,144931,,0.0,0,含增建或未登記建物。登記二人。,RPVQMLPLNHNFFEA09DA
北投區,房地(土地+建物),臺北市北投區懷德街11巷1~30號,19.25,住,,,1070425,土地1建物1車位0,二層，陽台,四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0651231,50.76,1,1,1,有,無,8000000,157604,,0.0,0,,RPQNMLRLNHNFFEA48DA
士林區,房地(土地+建物),臺北市士林區德行東路190巷5弄1~30號,45.31,住,,,1070408,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671024,118.68,7,4,2,有,無,17680000,148972,,0.0,0,含增建或未登記建物。,RPWPMLKMNHNFFEA68DA
北投區,土地,大屯段一小段451~480地號,2198.25,其他,,,1070521,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6155100,2800,,0.0,0,,RPPOMLNKOHNFFEA08DA
大安區,房地(土地+建物),臺北市大安區忠孝東路四段151~180號,6.44,商,,,1070415,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,63.400000000000006,2,2,2,有,有,18000000,283912,,0.0,0,含增建或未登記建物。,RPXOMLMLNHNFFFA88DA
士林區,房地(土地+建物),臺北市士林區大亨路6巷1~30號,242.74,住,,,1070417,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0580909,164.2,12,2,10,有,有,57260000,348721,,0.0,0,含增建或未登記建物,RPSPMLPLNHNFFEA68DA
北投區,房地(土地+建物),臺北市北投區裕民一路40巷31~60號,14.79,商,,,1070407,土地2建物1車位0,四層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0710630,125.83,4,2,2,有,有,23160000,184058,,0.0,0,,RPXPMLPLNHNFFEA56DA
士林區,房地(土地+建物),臺北市士林區格致路20巷1~30號,41.1,商,,,1070501,土地1建物1車位0,一層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0901004,183.37,6,0,6,有,有,21000000,114523,,0.0,0,,RPVNMLMLNHNFFEA48DA
松山區,房地(土地+建物),臺北市松山區健康路15巷31~60號,26.22,住,,,1070328,土地3建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0900320,118.89999999999999,2,2,1,有,有,23300000,195963,,0.0,0,含增建或未登記建物。,RPSOMLPJOHNFFDA38DA
內湖區,房地(土地+建物)+車位,臺北市內湖區東湖路113巷95弄61~90號,59.03,住,,,1070414,土地1建物1車位1,六層，七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820621,214.86999999999998,6,4,3,有,無,27580000,128763,坡道平面,16.22,2000000,,RPXNMLLKOHNFFCA38DA
中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路一段83巷1~30號,9.33,商,,,1070414,土地3建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980903,88.31,2,2,1,有,有,25600000,325702,升降機械,14.93,1700000,,RPPNMLQJOHNFFAA77DA
中山區,房地(土地+建物),臺北市中山區新生北路二段62巷1~30號,10.34,商,,,1070414,土地1建物1車位0,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,136.67,3,2,2,有,有,31500000,230482,,0.0,0,,RPSNMLRLNHNFFCA48DA
中山區,房地(土地+建物),臺北市中山區長春路181~210號,4.84,商,,,1070320,土地1建物1車位0,四層,十一層,辦公商業大樓,商業用,鋼筋混凝土造,0830224,45.65,2,1,1,有,有,9300000,203724,,0.0,0,含增建或未登記建物-栽植槽等。,RPVRMLSLNHNFFCA66DA
中山區,房地(土地+建物)+車位,臺北市中山區通北街91~120號,44.54,住,,,1070115,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870525,203.65,4,2,2,有,有,25800000,126688,坡道平面,0.0,0,含增建或未登記建物。,RPXRMLSLNHNFFCA86DA
內湖區,房地(土地+建物),臺北市內湖區康寧路三段99巷12弄1~30號,45.5,住,,,1070329,土地1建物1車位0,四層，五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780713,143.49,3,3,2,有,無,14800000,103143,,0.0,0,含增建或未登記建物。,RPVOMLOJOHNFFCA48DA
中山區,房地(土地+建物),臺北市中山區江山里14鄰龍江路241~270號,11.59,住,,,1070510,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0691027,60.31,3,2,2,有,無,11000000,182391,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUQMLOLNHNFFCA68DA
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段91~120號,32.61,商,,,1070509,土地1建物1車位1,六層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,0730627,310.02,0,0,0,無,有,46000000,148378,坡道平面,0.0,0,,RPURMLPLNHNFFCA88DA
內湖區,房地(土地+建物),臺北市內湖區內湖路三段60巷12弄61~90號,18.57,住,,,1070330,土地1建物1車位0,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830729,86.67,2,2,1,有,有,13800000,159225,,0.0,0,,RPQNMLQLNHNFFCA18DA
文山區,房地(土地+建物),臺北市文山區辛亥路五段124巷1~30號,35.95,住,,,1070403,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740819,110.78,3,2,2,有,無,10400000,93880,,0.0,0,含增建或未登記建物。兩人共有。,RPWOMLSLNHNFFAA88DA
大安區,房地(土地+建物)+車位,臺北市大安區羅斯福路二段91~120號,18.62,商,,,1070314,土地3建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060828,236.38,4,2,3,有,有,69980000,334933,坡道平面,36.4,3000000,,RPROMLSJOHNFFFA68CA
