鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area (square meter),the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year, month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price (Yuan),the unit price (a Yuan/square meter),the berth category,berth shifting total area (square meter),the berth total price (Yuan),the note,serial number
礁溪鄉,土地,武暖段1021~1050地號,41.67,,特定農業區,甲種建築用地,1070407,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,772922,18549,,0.0,0,,RPQPMLPLNHNFFBG68CA
礁溪鄉,土地,武暖段1021~1050地號,70.1,,特定農業區,甲種建築用地,1070407,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1300000,18545,,0.0,0,,RPSPMLPLNHNFFBG88CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市吉祥路88巷1~30號,45.68,住,,,1070411,土地2建物1車位2,十二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070123,248.5,2,2,2,有,無,14800000,68928,坡道平面,62.8,2000000,,RPVPMLPLNHNFFBG56CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市泰山路85巷1~30號,42.42,住,,,1070507,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930927,171.16,4,2,2,有,有,6950000,40605,坡道平面,0.0,0,,RPPNMLSLNHNFFBG68CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市吉祥路91~120號,47.1,住,,,1070127,土地2建物1車位1,一層，騎樓,十四層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1070123,250.94,0,0,1,無,無,21000000,90189,坡道平面,31.4,1200000,,RPQNMLSLNHNFFBG78CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市吉祥路88巷1~30號,19.26,住,,,1040612,土地2建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070123,113.42,1,1,1,有,無,6700000,69495,坡道平面,31.4,1000000,,RPRNMLSLNHNFFBG88CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市吉祥路88巷1~30號,19.26,住,,,1040612,土地2建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070123,113.42,1,1,1,有,無,6800000,70714,坡道平面,31.4,1000000,,SPRNMLSLNHNFFBG98CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市吉祥路88巷1~30號,23.67,住,,,1040914,土地2建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070123,129.95,1,2,1,有,無,7500000,65956,坡道平面,31.4,1000000,,RPSNMLSLNHNFFBG98CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市吉祥路88巷1~30號,23.67,住,,,1040509,土地2建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070123,129.95,2,2,1,有,無,7450000,65449,坡道平面,31.4,1000000,,RPTNMLSLNHNFFBG09CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市吉祥路88巷1~30號,23.48,住,,,1070324,土地2建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070123,126.43,2,2,1,有,無,7700000,70504,坡道平面,31.4,1000000,,RPUNMLSLNHNFFBG56CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市吉祥路88巷1~30號,35.55,住,,,1070203,土地2建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070123,181.70999999999998,4,1,2,有,無,11100000,67194,坡道平面,31.4,1000000,,RPVNMLSLNHNFFBG66CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市吉祥路88巷1~30號,23.48,住,,,1070203,土地2建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070123,126.43,2,2,1,有,無,7350000,66821,坡道平面,31.4,1000000,,SPVNMLSLNHNFFBG76CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市吉祥路88巷1~30號,45.3,住,,,1040429,土地2建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070123,217.59,4,2,2,有,無,13860000,69069,坡道平面,31.4,1000000,,RPQQMLPLNHNFFBG78CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市吉祥路88巷1~30號,19.26,住,,,1070420,土地2建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070123,113.42,1,1,1,有,無,6450000,66447,坡道平面,31.4,1000000,,RPRQMLPLNHNFFBG88CA
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市吉祥路88巷1~30號,19.26,住,,,1040621,土地2建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070123,113.42,1,1,1,有,無,6700000,69495,坡道平面,31.4,1000000,,RPSQMLPLNHNFFBG98CA
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市大坡路一段31~60號,13.47,商,,,1070423,土地3建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0830414,121.01,3,2,2,有,有,4120000,34047,,0.0,0,另有增建，約1.5坪。,RPXNMLTLNHNFFBG96CA
員山鄉,房地(土地+建物),宜蘭縣員山鄉興農路31~60號,34.38,住,,,1070420,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0880622,128.8,0,0,2,無,無,2100000,16304,,0.0,0,,RPQNMLLMNHNFFBG18CA
礁溪鄉,土地,玉光一段541~570地號,1121.81,,特定農業區,甲種建築用地,1070409,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22493476,20051,,0.0,0,本筆買賣土地上有他人佔用並興建未保存登記之房屋2棟，佔用權源不明，由買方自行與佔用人協商價購房屋，賣方不點交土地。,RPSOMLPJOHNFFBG68CA
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市女中路一段31~60號,157.54,住,,,1070423,土地1建物1車位0,全,一層,透天厝,住家用,鋼筋混凝土造,0890804,100.09,0,0,1,無,無,12600000,125887,,0.0,0,壹樓空地及二樓部分有增建。,RPVTMLSJOHNFFBG17CA
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉公園路70巷39弄1~30號,27.16,其他,,,1070414,土地1建物1車位0,四層,十一層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1060628,82.9,0,0,0,無,無,10200000,123040,,0.0,0,包含裝修款60萬元。,RPWPMLOKOHNFFBG56CA
頭城鎮,土地,港口段181~210地號,330.5,其他,,,1070413,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,3026,,0.0,0,,RPWNMLMLNHNFFBG88DA
頭城鎮,土地,拔雅林五段481~510地號,393.0,工,,,1070507,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8916000,22687,,0.0,0,,RPSNMLNLNHNFFBG58DA
